Store,Date,IsHoliday,Temperature,gas_price,discount_promotional,discount_clearance,discount_damaged_good,discount_competitive,CPI,Unemployment
10,2/5/2010,FALSE,54.34,2.962,NA,NA,NA,NA,126.4420645,9.765
10,2/12/2010,TRUE,49.96,2.828,NA,NA,NA,NA,126.4962581,9.765
10,2/19/2010,FALSE,58.22,2.915,NA,NA,NA,NA,126.5262857,9.765
10,2/26/2010,FALSE,52.77,2.825,NA,NA,NA,NA,126.5522857,9.765
10,3/5/2010,FALSE,55.92,2.877,NA,NA,NA,NA,126.5782857,9.765
10,3/12/2010,FALSE,52.33,3.034,NA,NA,NA,NA,126.6042857,9.765
10,3/19/2010,FALSE,61.46,3.054,NA,NA,NA,NA,126.6066452,9.765
10,3/26/2010,FALSE,60.05,2.98,NA,NA,NA,NA,126.6050645,9.765
10,4/2/2010,FALSE,63.66,3.086,NA,NA,NA,NA,126.6034839,9.524
10,4/9/2010,FALSE,65.29,3.004,NA,NA,NA,NA,126.6019032,9.524
10,4/16/2010,FALSE,69.74,3.109,NA,NA,NA,NA,126.5621,9.524
10,4/23/2010,FALSE,66.42,3.05,NA,NA,NA,NA,126.4713333,9.524
10,4/30/2010,FALSE,69.76,3.105,NA,NA,NA,NA,126.3805667,9.524
10,5/7/2010,FALSE,71.06,3.127,NA,NA,NA,NA,126.2898,9.524
10,5/14/2010,FALSE,73.88,3.145,NA,NA,NA,NA,126.2085484,9.524
10,5/21/2010,FALSE,78.32,3.12,NA,NA,NA,NA,126.1843871,9.524
10,5/28/2010,FALSE,76.67,3.058,NA,NA,NA,NA,126.1602258,9.524
10,6/4/2010,FALSE,82.82,2.941,NA,NA,NA,NA,126.1360645,9.524
10,6/11/2010,FALSE,89.67,3.057,NA,NA,NA,NA,126.1119032,9.524
10,6/18/2010,FALSE,83.49,2.935,NA,NA,NA,NA,126.114,9.524
10,6/25/2010,FALSE,90.32,3.084,NA,NA,NA,NA,126.1266,9.524
10,7/2/2010,FALSE,92.89,2.978,NA,NA,NA,NA,126.1392,9.199
10,7/9/2010,FALSE,91.03,3.1,NA,NA,NA,NA,126.1518,9.199
10,7/16/2010,FALSE,91.8,2.971,NA,NA,NA,NA,126.1498065,9.199
10,7/23/2010,FALSE,88.44,3.112,NA,NA,NA,NA,126.1283548,9.199
10,7/30/2010,FALSE,85.03,3.017,NA,NA,NA,NA,126.1069032,9.199
10,8/6/2010,FALSE,86.13,3.123,NA,NA,NA,NA,126.0854516,9.199
10,8/13/2010,FALSE,88.37,3.049,NA,NA,NA,NA,126.064,9.199
10,8/20/2010,FALSE,89.88,3.041,NA,NA,NA,NA,126.0766452,9.199
10,8/27/2010,FALSE,84.99,3.022,NA,NA,NA,NA,126.0892903,9.199
10,9/3/2010,FALSE,83.8,3.087,NA,NA,NA,NA,126.1019355,9.199
10,9/10/2010,TRUE,84.04,2.961,NA,NA,NA,NA,126.1145806,9.199
10,9/17/2010,FALSE,85.52,3.028,NA,NA,NA,NA,126.1454667,9.199
10,9/24/2010,FALSE,85.75,2.939,NA,NA,NA,NA,126.1900333,9.199
10,10/1/2010,FALSE,86.01,3.001,NA,NA,NA,NA,126.2346,9.003
10,10/8/2010,FALSE,77.04,2.924,NA,NA,NA,NA,126.2791667,9.003
10,10/15/2010,FALSE,75.48,3.08,NA,NA,NA,NA,126.3266774,9.003
10,10/22/2010,FALSE,68.12,3.014,NA,NA,NA,NA,126.3815484,9.003
10,10/29/2010,FALSE,68.76,3.13,NA,NA,NA,NA,126.4364194,9.003
10,11/5/2010,FALSE,71.04,3.009,NA,NA,NA,NA,126.4912903,9.003
10,11/12/2010,FALSE,61.24,3.13,NA,NA,NA,NA,126.5461613,9.003
10,11/19/2010,FALSE,58.83,3.047,NA,NA,NA,NA,126.6072,9.003
10,11/26/2010,TRUE,55.33,3.162,NA,NA,NA,NA,126.6692667,9.003
10,12/3/2010,FALSE,51.17,3.041,NA,NA,NA,NA,126.7313333,9.003
10,12/10/2010,FALSE,60.51,3.091,NA,NA,NA,NA,126.7934,9.003
10,12/17/2010,FALSE,59.15,3.125,NA,NA,NA,NA,126.8794839,9.003
10,12/24/2010,FALSE,57.06,3.236,NA,NA,NA,NA,126.9835806,9.003
10,12/31/2010,TRUE,49.67,3.148,NA,NA,NA,NA,127.0876774,9.003
10,1/7/2011,FALSE,43.43,3.287,NA,NA,NA,NA,127.1917742,8.744
10,1/14/2011,FALSE,49.98,3.312,NA,NA,NA,NA,127.3009355,8.744
10,1/21/2011,FALSE,56.75,3.336,NA,NA,NA,NA,127.4404839,8.744
10,1/28/2011,FALSE,53.03,3.231,NA,NA,NA,NA,127.5800323,8.744
10,2/4/2011,FALSE,44.88,3.348,NA,NA,NA,NA,127.7195806,8.744
10,2/11/2011,TRUE,51.51,3.381,NA,NA,NA,NA,127.859129,8.744
10,2/18/2011,FALSE,61.77,3.43,NA,NA,NA,NA,127.99525,8.744
10,2/25/2011,FALSE,53.59,3.398,NA,NA,NA,NA,128.13,8.744
10,3/4/2011,FALSE,56.96,3.674,NA,NA,NA,NA,128.26475,8.744
10,3/11/2011,FALSE,64.22,3.63,NA,NA,NA,NA,128.3995,8.744
10,3/18/2011,FALSE,70.12,3.892,NA,NA,NA,NA,128.5121935,8.744
10,3/25/2011,FALSE,62.53,3.716,NA,NA,NA,NA,128.6160645,8.744
10,4/1/2011,FALSE,67.64,3.772,NA,NA,NA,NA,128.7199355,8.494
10,4/8/2011,FALSE,73.03,3.818,NA,NA,NA,NA,128.8238065,8.494
10,4/15/2011,FALSE,61.05,4.089,NA,NA,NA,NA,128.9107333,8.494
10,4/22/2011,FALSE,75.93,3.917,NA,NA,NA,NA,128.9553,8.494
10,4/29/2011,FALSE,73.38,4.151,NA,NA,NA,NA,128.9998667,8.494
10,5/6/2011,FALSE,73.56,4.193,NA,NA,NA,NA,129.0444333,8.494
10,5/13/2011,FALSE,74.04,4.202,NA,NA,NA,NA,129.089,8.494
